#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
,,SP2,3320.0,1600001.0,SEG. SOCIAL.- CLAUSTRE CARME,4272.0,,4272.0,4272.0
,,SP2,3323.0,1600001.0,SEG. SOCIAL.- ARXIU I PATR..,16188.0,,16188.0,16188.0
,,SP2,3346.0,1600001.0,SEG. SOCIAL.-NORMALITZ. LING..,9630.0,,9630.0,9630.0
,,SP2,3390.0,1600001.0,SEG. SOCIAL.- CULTURA ........,51376.0,,51376.0,38376.0
,,SP3,3400.0,1600001.0,SEG. SOCIAL.- ESPORTS .......,109312.0,,109312.0,109355.24
,,SG2,9205.0,1600002.0,DEVOL. ILT  SEG. SOCIAL,,,,
,,SG2,9205.0,1600003.0,"DEV. QUOTES SEG. SOCIAL, PER ACCIDENTS TREBALL",,,,
,,SG1,9120.0,1600101.0,SEG.SOCIAL.-ORG.GOVERN D.EX.,55076.0,,55076.0,55076.0
,,SG2,9205.0,1610301.0,PENSIONS EXCEPCIONALS,,,,
,,SG2,9205.0,1620001.0,FUNCIONARIS.- FORMACIÓ,3335.0,,3335.0,3965.0
,,SG2,9205.0,1620401.0,FUNCIONARIS.- ACCIO SOCIAL,50000.0,,50000.0,50000.0
,,SG2,9205.0,1630001.0,PERSONAL LABORAL.- FORMACIO,7000.0,,7000.0,7464.0
,,CM1,1550.0,1630201.0,PLUS TRANSPORT.- VIAS PUBLIC.,3450.0,,3450.0,3450.0
,,CM1,1650.0,1630201.0,PLUS TRANSPORT.- ENLLUMENAT ..,1255.0,,1255.0,1255.0
,,CM1,1690.0,1630201.0,PLUS TRANSPORT.- CIUTAT I MEDI AMBIENT,6266.0,,6266.0,5849.0
,,CM1,1710.0,1630201.0,PLUS TRANSPORT.- PARQ.Y JARD.,4181.0,,4181.0,4181.0
,,CM1,1720.0,1630201.0,PLUS TRANSPORT.- MEDI AMBIENT,1603.0,,1603.0,1603.0
,,CM2,1511.0,1630201.0,PLUS TRANSPORT.- URBANISME...,4338.0,-418.32,3919.68,3919.68
,,CM3,1512.0,1630201.0,PLUS TRANSPORT.- OF.PROJECTES,3589.0,,3589.0,3589.0
,,SG1,9120.0,1630201.0,PLUS TRANSPORTE.- ALCALDIA,1429.0,,1429.0,1429.0
,,SG1,9270.0,1630201.0,PLUS TRANSPORT.- COMUNICACIO,802.0,,802.0,802.0
,,SG2,9205.0,1630201.0,PLUS TRANSPORT.- REC.HUMANS.,2822.0,,2822.0,2822.0
,,SG2,9206.0,1630201.0,PLUS TRANSPORT.- INFORMATICA.,1011.0,,1011.0,1011.0
,,SG3,4930.0,1630201.0,PLUS TRANSPORT.- CONSUM,,,,
,,SG3,9200.0,1630201.0,PLUS TRANSPORT.- OFICINA ATENCIÓ AL CIUTADÀ,4459.0,,4459.0,4459.0
,,SG3,9202.0,1630201.0,PLUS TRANSPORT.-SERVEIS JURÍDICS..,3623.0,,3623.0,3623.0
,,SG4,4302.0,1630201.0,PLUS TRANSPORT.- PEIXATERIA..,,,,
,,SG4,9311.0,1630201.0,PLUS TRANSPORT.- GEST.PRESUP.,1429.0,,1429.0,1429.0
,,SG4,9324.0,1630201.0,PLUS TRANSPORT.- GESTIÓ TRIBUTÀRIA I RECAPTACIÓ,3102.0,,3102.0,3102.0
,,SG5,1300.0,1630201.0,PLUS TRANSPORT.- POLICIA.....,419.0,,419.0,419.0
,,SP1,2304.0,1630201.0,PLUS TRANSPORTE.- ASISTENCIA SOCIAL,6709.0,,6709.0,6709.0
,,SP1,2305.0,1630201.0,PLUS TRANSPORTE.- MEDIACIÓ SOCIAL,2022.0,,2022.0,2022.0
,,SP1,2410.0,1630201.0,PLUS TRANSPORT.- FORMACIÓ,801.0,,801.0,801.0
,,SP1,3120.0,1630201.0,PLUS TRANSPORT.- R.G.A. .....,30204.0,-801.12,29402.88,29402.88
,,SP1,3130.0,1630201.0,PLUS TRANSPORT.-SANITAT.....,506.0,,506.0,506.0
,,SP1,3131.0,1630201.0,PLUS TRANSPORT.-LLACER,419.0,,419.0,419.0
,,SP2,3210.0,1630201.0,PLUS TRANSPORT.- EDUCACIO...,3848.0,,3848.0,3848.0
,,SP2,3233.0,1630201.0,PLUS TRANSPORT.- ESCOLES MUNICIPALS,697.0,,697.0,697.0
,,SP2,3320.0,1630201.0,PLUS TRANSPORT.- CLAUSTRE CARME,418.0,,418.0,418.0
,,SP2,3323.0,1630201.0,PLUS TRANSPORT.- ARXIU I P.,506.0,,506.0,506.0
,,SP2,3346.0,1630201.0,PLUS TRANSP. LAB.-NORMALITZ.L.,802.0,,802.0,802.0
,,SP2,3390.0,1630201.0,PLUS TRANSPORT.- CULTURA.....,3396.0,,3396.0,3396.0
,,SP3,3400.0,1630201.0,PLUS TRANSPORT.-.M.ESPORTS,8863.0,,8863.0,8863.0
,,SG2,9205.0,1630401.0,PERSONAL LABORAL.- ACCIO SOC.,150000.0,,150000.0,150000.0
,,SG2,9205.0,1630501.0,PERSONAL LABORAL.-ASSEGURANCES,4500.0,,4500.0,
,,SG5,1300.0,2000001.0,LLOGUER TERRENYS.- POLICIA,135000.0,,135000.0,92727.15
,,CM1,1695.0,2020001.0,LLOGUERS D'EDIFICIS- BRIGADA OBRES,15000.0,1303.97,16303.97,14951.55
,,SG4,9311.0,2020001.0,LLOGUER EDIFICI SANT ROC .- GESTIÓ PRES.,26500.0,,26500.0,26447.4
,,SG5,1300.0,2020001.0,LLOGUERS D'EDIFICIS- POLICIA,21000.0,,21000.0,23148.0
,,SP1,2304.0,2020001.0,LLOGUERS D'EDIFICIS.- ATENCIO PRIMARIA,18700.0,,18700.0,10957.48
,,SP2,3323.0,2020001.0,LLOGUER DEPENDÈNCIES - ARXIU,26000.0,,26000.0,26216.8
,,SP2,3380.0,2020001.0,LLOGUER EDIFICIS.- CULTURA,,,,
,,CM1,1650.0,2030001.0,"LLOGUERS MAQUINARIA, INSTAL. I ESTRIS.- ENLLUMENAT PUBLIC",,,,
,,CM1,1695.0,2030001.0,"LLOGUERS MAQUINARIA, INSTAL. I ESTRIS.- BRIGADA OBRES",,40005.56,40005.56,40005.56
,,SG3,9203.0,2030001.0,LLOGUER MAQUINARIA.- CONTRACTACIO,17500.0,,17500.0,18477.09
,,CM1,1695.0,2040001.0,LLOGUER VEHICLES.- BRIGADA OBRES,40000.0,5957.49,45957.49,67262.06
,,CM2,1511.0,2040001.0,LLOGUER VEHICLES.- URBANISME,1368.0,,1368.0,1467.75
,,SG1,9120.0,2040001.0,LLOGUER VEHICLES.- ORG. GOVERN,,,,
,,SP1,3120.0,2040001.0,LLOGUER VEHICLES.- R.G.A,10000.0,,10000.0,
,,SP1,3131.0,2040001.0,LLOGUER VEHICLE.- LLACER,5150.0,,5150.0,
,,SP2,3210.0,2040001.0,LLOGUER VEHICLE.- EDUCACIO,5500.0,,5500.0,
,,SP2,3300.0,2040001.0,LLOGUER VECHICLES.- SM CULTURA SC,4500.0,,4500.0,
,,SP2,3390.0,2040001.0,ARRENDAMENT VEHICLES.- CULTURA,,,,488.75
,,SP3,3400.0,2040001.0,LLOGUER VEHICLES.- ESPORTS,4500.0,,4500.0,812.6
,,CM1,1550.0,2100001.0,REP.MANT.VIES PUBL.- VIES PUBLIQUES,52000.0,12169.19,64169.19,45311.17
,,CM1,1710.0,2100001.0,REP.MANT.VIES PUBL.- PARCS I JARDINS,50000.0,25077.92,75077.92,86612.52
,,SG5,1300.0,2100001.0,CONSERVACIÓ VIES PÚBLIQUES.- POLICIA,11000.0,,11000.0,10284.23
,,CM1,1695.0,2120001.0,REP.MANT.EDIFICIS.-  BRIGADA OBRES,12000.0,11703.35,23703.35,45714.96
,,SG1,9120.0,2120001.0,REP.MANT.EDIFICIS.- ORG. GOVERN,,,,
,,SG5,1300.0,2120001.0,REP.MANT.EDIFICIS.- POLICIA,1000.0,115.32,1115.32,693.0
,,SP1,3120.0,2120001.0,REP.MANT.EDIFICIS.- RGA,10000.0,287.68,10287.68,6937.39
,,SP2,3210.0,2120001.0,REP.MANT.EDIFICIS.- EDUCACIO,25000.0,801.29,25801.29,35528.33
,,SP2,3300.0,2120001.0,REP.MANT.EDIFICIS.- CULTURA,3500.0,79.3,3579.3,79.3
,,SP2,3390.0,2120001.0,CONSERV. EDIFICIS.- SERVEIS COMUNS DE CULTURA,,,,
,,SP3,3400.0,2120001.0,REP.MANT.EDIFICIS.- ESPORTS,8000.0,,8000.0,4519.19
,,CM1,1650.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- ENLLUM. PUB.,20000.0,21684.23,41684.23,30536.41
,,CM1,1695.0,2130001.0,"MAQUINARIA, INSTAL.LACIONS I ESTRIS.- BRIG. OBRES",,,,
,,CM1,1710.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- PARCS I JARD.,5000.0,1193.09,6193.09,4981.78
,,CM1,4302.0,2130001.0,REP. MANT. INSTAL.LACIONS.- PEIXATERIA,2000.0,,2000.0,1946.44
,,CM2,1511.0,2130001.0,"MAQUINARIA, INSTAL.LACIONS I ESTRIS,. URBANISME",8000.0,,8000.0,2182.32
,,SG1,9120.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- ORG. GOVERN,3000.0,64.52,3064.52,120.91
,,SG3,9203.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- CONTRACTACIÓ,400.0,,400.0,
,,SG4,4302.0,2130001.0,REP.MANT.MAQ.INSTAL.UTIL.- MERCATS,,,,
,,SG4,9311.0,2130001.0,"MAQUINARIA, INSTAL.LACIONS.- SERV. ECONÒMICS",1500.0,,1500.0,
